date,post_text,label
2023-09-12 21:41:02,"hi :)) i'm selling decants perfumes po. here are the scents:
BBW Fiji Sunshine - sunkissed guava, fresh orange and seaside jasmine.
BBW Poppy - fresh morning dew, wild poppies, sugared rhubarb and juicy pear
BBW Gingham - blue freesia, white peach, fresh clementine, violet and clean musk
BBW Golden Eclipse - glowing berries, shimmering blossoms and sun-warmed woods
BBW Blackberry & Basil - fresh blackberry, pink pomelo, sweet basil and jasmine petals
BBW Perfect Peony - sorbet peony, natural apple oil and vanilla sandalwood
BBW Whipped Rose & Vanilla - crushed rose petals, cocoa flower and whipped foam
Jovan Musk for Men - carnation, amalfi lemon, lime and pepper, lavender, amber, mint and spices, woodsy, musk

pm me for more inquiries: miguel kagura or comment below and i'll pm you!
thank you! pls support small businesses <3",0
2023-09-12 21:40:07,Arthur nery admin baka naman for the flair ba AHAHAHAHAHAHAHAHAJA,0
2023-09-12 21:39:06,"Hi, I’m from HSI (BSN).

I’ve been planning to do this noong nakaraan pa, pero worth the risk naman siguro. I have a slight crush sa lalakeng taga BA in psychology (third year ata siya? Idk kung anong section). Also, hindi ko alam if single ka.

If you see this, can we talk again? Gusto kita kausap kaso ayokong mag first move HAHAHAHAHA.

PS. Hi admin, pangalawang submission ko na ito, pa post po whyshsushsusu",0
2023-09-12 21:38:05,"Hey there! 👋 Calling out to all my fellow lozol students in Dasma and Alabang! 📚 Are you in need of a reliable carpool buddy for your OJTs? 🌟

🌅 Start your day right with a hassle-free ride! I'm offering pickups from Dasma Bayan between 6 am to 6:30 am, and we'll drop you off conveniently at ATC. 🛍️

🌆 For the evening crowd, I've got you covered too! We can do Evia to Dasma Bayan at 5:30 pm 🌇

💰 And guess what? The fare is super student-friendly at just 100 pesos per ride! 🤑

Comment here and I'll DM you. Let's ride smart! 🚀✨",0
2023-09-12 21:37:08,diba madali lang naman ang mga business course? compare sa ibang courses i mean,0
2023-09-12 21:36:03,hello po bebenta po sana namin navy belt na pang Rotc since nag backout na po kami ng kasama ko. Maliit po siya tyy. 150 each po :)),0
2023-09-12 21:35:05,I GIVE UP NA PO ROTC,1
2023-09-12 21:34:06,tagal ng id,1
2023-09-12 21:33:05,We all need therapy,0
2023-09-12 21:32:03,"Hiiii po kay ate 4th year cbaa na nakausap ko sa omegle, di ko nacopy sa clipboard yung username mo huhu, may libre pa ako sayo bukas

Sincerely, CSCS na nakausap mo",0
2023-09-12 21:31:05,"i feel so sick staying here in ud, sobrang flawed ng sistema jusq",1
2023-09-12 21:30:04,"Daming lamok sa UD my hands, feet, neck, face are covered in bites 😭",1
2023-09-12 21:29:03,Mainggit kayo kung maging jowa ko si Kiko,0
2023-09-12 21:28:04,DLSUD !! Bakit ganyan kayo sa kausap ko ?? Yung schedule na walang pahinga ?! Ano yan torture ?!,1
2023-09-12 21:27:04,Bakit ang hirap naman ng pa-dress code sa recognition? Paano naman yung gustong umattend pero walang barong/filipiñana?,1
2023-09-12 21:26:03,Grabe ang wifi sa dormitory ng la salle never na naayos,1
2023-09-12 21:25:06,gulatin mo sila wag ka mag turo tapos magpa exam ka,1
2023-09-12 21:24:02,"Ang boring naman ng freedom wall niyo. Ang konti magpost ng admin niyo tapos may 24 hr gap pa bago ma post.

Gawa na kayo bago! 😂😂😂

admin: kalma ka lang, hindi naman kami binabayaran para gawin to at may sarili kaming buhay. makademand ka kala mo kung sino ka gusto mo palit nalang tayo",0
2023-09-12 21:23:04,"Hiluu!! Baka may naghahanap pa sa inyo ng men slacks (size 27), I have here as well 2 polo (small). Never nagamit both polo and slacks.

Kindly comment nalang sa comsec then I’ll send u a private message. Thankies!!",0
2023-09-12 21:22:05,TAGGING CBAASG SANA MAY FIREWORKS AFTER THE CONCERT THANKS,0
2023-09-12 21:21:04,kaya ba ng cbaasg papuntahin si daniel caesar sa concert? kakantahan ko pang ng best part si crushiecakes,0
2023-09-12 21:20:02,"HELLO PROMOTING MY FRIEND DIN KASI WE’RE BORED pls check her out !!

- 19, 1st year psych student
- watches anime and plays genshin and hsr as well
- she’s a leo so she knows her worth and she’s not for the weak
- matcha truther
- can cook
- can sing and play instruments (guitar, piano, kalimba, ukulele, drums SAN KA PA)
- articulate, kalevel ni shakespeare
- VERY SMART pwede siya maging stem or humss girlie mo yan ang duality
- academic achiever and student leader pero kayang kaya mag make ng time for u (mas una nga lang acads)
- red haired pero green flag
- POGANDA SAUR MUCH alam niyo yung fem pero masc energy ganon siya
- very giving siya i swear just don’t take advantage of her lang she deserves better

if interested kindly comment lang para majudge namin kayo kimi

admin: stop the 🧢🧢🧢🧢🧢🧢🧢🧢🧢🧢🧢🧢🧢🧢🧢",0
2023-09-12 21:19:03,"Hello, mahaba po yung pasensya ko kaya kung sino ka man pong kumuha ng charger ng airpods ko sa ERS computer 2 kahapon around 4pm, please pakibalik po sa swafo para makuha ko at maging masaya nawa ang mundo:> maraming salamat po, makonsensya ka",0
2023-09-12 21:18:05,ZILD SA CBAA PLSSSSSS,0
2023-09-12 21:17:03,Napikon lang ako sa gc namen may pambili kayo ng ticket ni mingyu mingyu na yan pero wala kayong pambili ng gloves sa chem lab? Naknamfucha,0
2023-09-12 21:16:05,Kung sino po yung lasing na babae kanina sa labas ng gate sana okay po kayo 😭😭,0
2023-09-12 21:15:06,HELLO PO SINO PO DITO TAGA SMDC -DASMA NA PUPUNTA SA CONCERT NI NIKI SA SEPT 13 PLS SABAY NA TAYO UMUWI 😭🙏🙏 comment nalang pm po kita,0
2023-09-12 21:14:03,"Mga kalaban ko sa 7am class:

Traffic
Morning breath ng blockmate",0
2023-09-12 21:13:05,shout out po do'n sa ceat na nakachat ko sa omegle lol i got disconnected,0
2023-09-12 21:12:04,May mga yummy ba sa EAC? Sawa na ako sa Lasallian pala english nakakaumay,0
2023-09-12 21:10:04,"hi pips! me and my band is looking for a drummer, preferably a lasallian din, pero oks lang kung hindi! we play indie/shoegaze/dreampop music, and may isa na kaming song na nasulat and na-release here on fb! ifSee more anyone's interested, just comment na lang or send a dm sa fb page namin. thanks!

link: https://fb.watch/m_WCpTKuMT/?mibextid=qC1gEa",0
2023-09-12 21:09:04,Admin bakit hindi mo inaapprove yung post ko huhu. Wala akong makita kapag wala eyeglasses ko tapos hindi mo pa ippost yung entry ko na nawawala eyeglasses ko sa may jfh. Parang rose gold yung frame nita and swatch yung case,0
2023-09-12 21:08:05,Siguro kaya nanghuhuli yung mga swafo kasi hindi sila marunong pumorma 🗣,0
2023-09-12 21:10:04,"hi pips! me and my band is looking for a drummer, preferably a lasallian din, pero oks lang kung hindi! we play indie/shoegaze/dreampop music, and may isa na kaming song na nasulat and na-release here on fb! if anyone's interested, just comment na lang or send a dm sa fb page namin. thanks!

link: https://fb.watch/m_WCpTKuMT/?mibextid=qC1gEa",0
2023-09-12 21:06:02,"this is an advice to people in general: please please please, be aware if you have a bad body odor. when you sweat, it shows and it smells. be concerned because the people around you are concerned as well. check your odor before you leave for school every day so that you can have at least the courage to resolve it. college na tayo so proper hygiene is already expected. work on yourself.

admin pa-post ty, i needed to let this out and it’s about time people need to hear this.",0
2023-09-12 21:04:06,sinetch itey?! lasalle nagaaral pero di nagbabayad sa jeep? si 123 naman oh!!,0
2023-09-12 21:03:03,"Honestly ang petty ng problem nyo dun sa cover photo ng EAC. Without the context na prof yung gumawa ng cover photo, it still serves its purpose naman for people to know what kind of page it is?

Hirap sa inyo gusto nyo ng magarbong pub, akala nyo binabayaran nyo creatives team nyo 🤡 tapos kapag maganda naman pagkakagawa, dadaanan lang din naman ng karamihan sa feed without engaging 🤷‍♀️",0
2023-09-12 21:01:04,"can we use our class hours in a meaningful discussion? lagi nalang kasi irrelevant info's at kwento ng buhay nila ang na ta-tackle tuwing discussion na pilit pang i connect sa lesson proper. bakit ba lagi nalang sinasabi ""mag basa"" pero hindi nagtuturo??? is this the quality education of lasalle. facilities palang hindi na maayos, mode of teaching pa kaya? Lassalle ang hirap mong mahalin.",1
2023-09-12 21:00:03,"puro assessment, pero walang proper lectures, lagi nalang kami naasa sa ppt at sb hindi ko na alam kung quality education parin ba binabayaran ng students or yung title nalang ng pagiging Lassalian",1
2023-09-12 20:58:03,Nasa Emillian x Lasallian ang tru lab PROVEN AND TESTED!!!,0
2023-09-12 20:57:05,ang funny ng mga senior officers sa aces😭 my type of humor fr,0
2023-09-12 20:56:03,Maldita ng mga staff sa PCH for lab equipments. Wag magtaray pag hindi _____ pls😘,1
2023-09-12 20:55:05,"co-connect na nga lang ako sa DLSUD KONEK na hindi naman nagpapaconnect tapos ito pa makikita ko, ate/kuya hustisya naman sa mga single oh",0
2023-09-12 20:53:03,"Hello po, Tumatanggap po ba ng shifties sa BA psych?

From: BSA student balak magshift this 2nd sem",1
2023-09-12 20:51:03,"sorry na po kung ginawa ko 'tong lost and found😥
pero nawala po kasi' tong pin ko, siguro po around RCC siya nahulog. sana po may nakakita:((",0
2023-09-11 21:50:02,may mga prof talaga sa isang dept na mababa tingin sa ibang programs na walang board exam. kaya hindi sila masyadong magtuturo sa mga programs na yon kasi hindi naman daw kailangan pagtuunan because wala naman daw board exam lol 🤡 ewan ko po sa inyo,1
2023-09-11 21:49:05,Baka pati putok mo sisihin mo sa school air @blockmate,0
2023-09-11 21:48:03,"Nagseselos ako pag may ibang kasama si crush, kaya jinowa ko na crush ko",0
2023-09-11 21:47:03,"Is this normal?
Whenever I ask my boyfriend to watch a movie with at the theaters he would tell me that its a waste of time and that he would rather spend it on other activities, but when his friends ask him he doesn't even question them a thing and just go with it.
Whenever I ask him if we could eat a good restaurant for once than the usual karinderya or food house we eat outside the UD, he says it a waste of money but when his classmates ask him out he's willing to pay.
I mean, I don't complain naman. I just suppress these feelings because I don't want to come out as needy and anything.😢",0
2023-09-11 21:46:02,BREAKING NEWS: bsa students laging binabawian ng buhay tuwing exams🕊️🔥,0
2023-09-11 21:45:07,MAGSI UWIAN NA KAYO LAHAT TINALO NA KAYO NG MAPUA SA PINAKA PAGIGING REDFLAG HAYOP TRAUMA,0
2023-09-11 21:44:06,"WTS/LFB TWICE READY TO BE CONCERT PH DAY 2 TICKET
RFS: conflict sa schedule ko :( huhu please. help.",0
2023-09-11 21:43:02,Ang boring na dito sa dorm kausapin nyo na kami wag na kayo mahiya,0
2023-09-11 21:41:05,"grabe mga pc sa ict, parang hindi 92k tuition. mabagal pa sa mabagal e",1
2023-09-11 21:36:06,"dugyot talaga ng mga nagdidikit ng bubblegum sa upuan, ung iba kulay black na ung nakadikit yuckz",0
2023-09-11 21:35:02,"it’s so funny, sa lahat talaga ng achievements, yung mr. fw pa talaga gusto niyang ishare ✊",0
2023-09-11 21:34:04,"What if The Juans, Sugarcane, Cueshé, Parokya ni Edgar, Lola Amour, Arthur Nery & Zack Tabudlo for CBAA concert? 👀",0
2023-09-11 21:33:09,wala bang pogi dyan? pang motivate lang… kimyyyy,0
2023-09-11 21:32:02,"sa mahilig jan magcomplain about ""red flags"" sana maisip niyo na baka kayo rin yung problema eme",0
2023-09-11 21:14:03,"Hello po sana mapost po to ASAP. Calling the attention po nung shs student na bumaba sa gate 3 na nakahulog po ng wallet niya sa jeep, sinurrender ko po yung wallet nyo sa gate 1 kindly tell the ladyguard the amount nalang po of the money inside the wallet para maibalik po sainyo agad. He’s wearing a white top po tapos blue na jogger pants and harden vol4 na kulay blue din. Napulot ko po yung wallet sa jeep around 10:45-10:50. Please post this ASAP po thank you!",0
2023-09-11 21:13:04,sci cal for sale 500 nalang po rfs bumili ng bago si mama,0
2023-09-11 21:12:04,sure ba kayo swafo na lahat ng naka crocs nahuhuli nyo? HULIHIN NYO KAMI PAG NAKA YAPAK NA KAMI 😡,1
2023-09-11 21:11:07,ang taga ud ay para sa taga eac nakalagay yan sa student handbook,0
2023-09-11 21:10:03,So we had this blue lemonade from darlynn's and it taste panis like may after taste pa siya ng kalawang eww,0
2023-09-11 21:09:05,Me seeing another post about redflags:,0
2023-09-11 21:08:05,60K TUITION TAPOS DI MARUNONG MAG FLUSH NG TAE🫵🫵🤣🤣,0
2023-09-11 21:07:03,hirap mo pagyabang ud,1
2023-09-11 21:06:05,"saan ba pinakatahimik na cr sa dito, yung pwede ilock pinto 😖",0
2023-09-11 21:05:06,"Hello po sana ma post ASAP

Baka po may nakakita ng phone sa CBAA Ground Floor Girls Restroom

Model: Oppo Reno 6z 5g, may kuromi na phone case and kuromi na wallpaper
Time Lost: Around 5:30 pm, September 11, 2023

Pa return nalang po, pacontact nalang po 09399331467!! Any information will do, kung sinurrender sa swafo ganern",0
2023-09-11 21:03:04,"Hello!! Ano po yung mga lowest scores niyo sa mga quizzes and exams?? answer po kayo pls, pampagaan lang ng loob🥹🥹

admin: 2/100 ako sa taxation, kaya kalma ka lang",0
2023-09-11 00:02:05,"Hello when po ang swimming class? Sa sem 2 ng 1st year or sa 2nd year pa po? Kinakabahan na kasi ako huhu, di ako marunong lumangoy and scholar pa. Ayoko bumagsak ng dahil dito 😭😭",1
2023-09-11 00:01:03,"Hi graduates congrats 💗

Ako lang ba nagkasakit after ng ceremony? Grabe naman itong pabaon la salle 😭",0
2023-09-10 23:11:03,"Alam niyo yung mga ibang Prof, ginagawang ablbi yung pagiging ""Engineering student"" para lang unti lang maituturo nila tapos mataang ang expectation sa mga output ng students nila? Self-study talaga kapag engineering student ka LMFAO",1
2023-09-10 23:10:03,"Hi! Looking for 2 twice Concert tickets for me and my partner.

Willing to pay in cash and meet up in campus pooo.

Sana mapost po adminn i really wanna introduce her to twice but sadly lucked out to purchase a ticket directly from the site. Thank you!!",0
2023-09-10 23:09:02,MGA GALING COLEGIO SAN AGUSTIN(CSA) NA NAPADPAD SA DLSUD TALAGA ANG DAPAT NIYO IWASAN. MGA RED FLAG! COLOR PA LANG NG SCHOOL RED NA 🚩,0
2023-09-10 23:08:03,PINAKA REDFLAG MGA TAGA USTE!!!!!,0
2023-09-10 23:07:02,"shout out sa mga “friends” na nang-iiwan once na hindi ka na kailangan. THEN sisiraan ka pa sa ibang tao, pavictim yarn?",0
2023-09-10 23:05:02,"wtf mga pcu dolphins slander na la sallian kala mo ang bibilis mag reply tas ready mag-commit PSSSTT
-🐬🐬🐬",0
2023-09-10 23:04:03,luv new admin kasi vvalidate yung tots ko ehe,0
2023-09-10 23:02:03,"LF ML PLAYERS FOR PHILIPPINE COLLEGIATE CHAMPIONSHIP
+3 exp tank pos4 200-300 stars up
Comment na lang here ppm na lang namin kayo",0
2023-09-10 22:25:02,"planning to shift to multimedia arts, mma pips tuition fee reveal ples :'D",0
2023-09-10 22:06:04,"ILLEST MORENA, DEMI, JOLIANNE, DENY, AND OTHER RNB GURLIES FOR CBAA CONCERTS?!?!??! YES? YESS!!!!!",0
2023-09-10 21:51:03,"

admin: 😂😂😂😂🫵🫵🫵🫵🫵",0
2023-09-10 21:50:04,bakit po ang taas ng standard ng ud when ito comes to latin honors? hindi rin naman po mataas ang quality education hehe,1
2023-09-10 21:49:05,Wag ako hamunin nyo ng what are you willing to do kasi willing ako maging COCC Officer para makasama crushycakes ko,0
2023-09-10 21:48:03,"

admin: ewan ko, tanong mo sakanya",0
2023-09-10 21:46:05,"Promote ko lang yung business ng fam ko hehehe It's called WOK TO BOX. Katabi siya ng Tipsy Tapsi, pababa ng 7/11. Near bilyaran. Bukas po (Monday) opening niya so if you have classes tomorrow please drop by and try our foods po!

Here's our fb page: https://www.facebook.com/profile.php?id=61550677843494&mibextid=cejktS

Thank you!!",0
2023-09-10 21:42:03,"Sino sa inyo magpa commission ng sketch portrait ideally sa DLSU-D, magpagawa sana ako for my loved one na pumanaw",0
2023-09-10 21:41:03,Paano po sumakay pcu to ud? May na miss lang po,0
2023-09-10 21:40:04,"Orange and Lemons, Hale, and Cueshè supremacy!!

Shamrock din sana kaso sino ba naman ako diba?",0
2023-09-10 21:39:03,"Hi! Looking for ka-SWAP ng Audio Technica 2040 Dynamic Mic. 1 yr old di masyado nagagamit. I want a condenser one that costs almost the same as this mic (5,850 php) Please post ur offers in the comment section. Thank you!",0
2023-09-10 21:38:05,"DLSUD ang dogshow kings ng ibang schools, since alam milang bulok na school nila namamahiya na sila ng ibang schools para takpan ang fact na basura sila, ow shit...

Sunugan tayo pakyu

admin: 😮😮😮😮😮😮😮😂😂😂😂😂🤡🤡🫵🫵🫵🫵",1
2023-09-10 21:37:03,"bakit mga taga eac napopost yung submissions tapos sakin hindi ????

admin: ewan ko baka parang sirang plaka na yung pagppost mo",0
2023-09-10 21:35:04,Bakit may taga-eac dito? Inagaw niyo na nga jowa ko. Mang-gugulo pa kayo rito? Chosss,0
2023-09-10 21:14:03,"Admin papost na please lapit na concert

LFB/WTS: Day 2 ticket for twice con
Meet up only para macheck niyo rin huhu. Same price lang.

Ticket details: Upper box A 307

MOP: Cash/ bank transfer
RFS: d1 nalang pupunta",0
2023-09-10 21:13:03,Hindi na ata to De La Salle University- Dasmariñas eh kasi mas mukha na syang Parking University - Dasmariñas.,1
2023-09-10 21:12:03,"""nararamdaman niyo na ba ang animo spirit?""

ano po ba yang spirit na yan pagod po ba haha kasi opo damang dama ko na",0
2023-09-10 21:11:05,Pano po magcommute papuntang LPU-C from ud?? di po ako marunong mag commute but I wanna see my bebe 😭😭,0
2023-09-10 21:10:07,sassa gurl po sana in dlsu-d,0
2023-09-10 21:09:05,"how true po na sa 2nd sem, registration for some orgs (specifically teatro lasalliana or symphonic band) will open again? I want to quit rotc. 😭

also, pls don't tell me na it's true but I'm excluded na sa special consideration in nstp since I have already started it. 😭😭😭😭",1
2023-09-10 21:07:04,"Gusto ko lang to make time and appreciate all my seniors in Psych department who really try their best to make my college experience what it is. Warms my heart seeing them in different organizations actively shaping the different fields of service. To the leaders of USEC, the amazing ate Eishelle and her officers in CSO, kuya Von's guidance in LSA and museo, the psych student EDs of several orgs, as well as the notable figures of our department such as ate Shaila of PPC, kuya Jim of DPS, and syempre kuya Xyruz who helped us in our state of crisis last year. Maraming salamat po sainyong lahat seniors!",1
2023-09-10 21:02:06,“i’m doing this not to brag but to give hope” is the corniest bs i’ve ever heard 😂😂,0
2023-09-10 21:01:06,"emilian na mang-gugulo lang, walang kwenta kasi fw ng eac",0
2023-09-10 21:00:05,Best ulam sa darlyns?,0
2023-09-10 20:59:05,"Greetings in St. La Salle! 💚

We are 4th-year BS Psychology students from BSY41 at De La Salle University-Dasmariñas. We are currently conducting a research entitled ""A Phenomenology: Motivation of Caviteño Plantitos/Plantitas Home-Based Planting in the Post-Pandemic Era""

If you are a Plantito/Plantita and owns atleast 1 type of Monstera, we'd like to ask if you can answer our survey and take a few minutes of your time. It would help us a lot. Thank you, may you and your plants continue to thrive 🪴

Survey Link:
https://bit.ly/Cavite%C3%B1oPlantitosPlantitas
https://bit.ly/Cavite%C3%B1oPlantitosPlantitas
https://bit.ly/Cavite%C3%B1oPlantitosPlantitas",0
2023-09-10 20:58:04,"This is just a REMINDER to those friends na kahit alam nang committed yung friend nila sa isang relationship pero shiniship parin sa iba, be sensitive kasi hindi nyo alam kung ano ang epekto nyang ginagawa nyo sa partner ng kaibigan nyo especially kung may namagitan sa friend nyo at sa taong shiniship nyo sa kanya hindi nyo alam kung pano ino-overcome ng partner ng kaibigan nyo yung nangyari na dahil din naman sa kagagawan nyo. Don't be so immature kasi kahit sinong partner hindi mapapanatag at mapapalagay sa ganyang behavior ng circle of friends ng partner nya na napaka-redflag at insensitive; keep in mind... YOU ARE BEING DISRESPECTFUL. Tinagurian pa naman kayong may pinag-aralan but you can't even know how to RESPECT your friend's current relationship, so please respect other's relationship kasi paano kung sa inyo mangyare yun ano kaya mararamdaman nyo at dahil hindi nyo alam na maaaring mahantong sa hiwalayan ang ganyang behavior at ginagawa nyo lalo na kung yung partner ng friend nyo ay mayroong BIGGEST TRAUMA sa past nya. Kaya naman always remember madalas lahat ng RELASYON NASISIRA DAHIL SA MGA SULSOL NA TROPA.

To my boyfriend's friends, please stop mentioning him in every posts na shineshare or pinopost ng babaeng naging BABAE NYA at kapag andyan yung presence ni girl. And as for the girl wag kang matuwa sa mga ginagawa ng mga kaibigan nya dahil sa totoo lang hindi nakakaganda yan sis. No hard feelings just saying, PEOPLE LIKE YOU WILL NEVER GAIN MY TRUST.",0
2023-09-10 20:57:06,Hi bsa student here! If plan po mag shift next sem what will be the consequences po and pano process? May shift application po ba or next sem pa? Pls help di ko na kaya accounting,1
2023-09-10 20:56:05,"bat.., d' nat0l0y yung pUnta ni m4ma lennie. d2 sa lasall..,?",0
2023-09-10 20:55:02,pano po gagawin sa sep? help a girlie out pls,0
2023-09-10 20:53:04,"Helo yung swimming pwedeng pakikalmahan naman yung pace T-T ambababa ng scores ko sa assessments di na ko umaasa na mag dl. Pls lng, kawawa naman kaming mga baguhan talaga, buti sana kung may lahi kaming sirena T-T",1
2023-09-09 23:05:05,"Admin, totoo ba na di niyo nakikita kung sino nagsusubmit mga entries sainyo? HAHAHA im shy kasi makita identity ko pag nag rant ako 😭

admin: totoo pong hindi po namin nakikita kung sino ang nagssubmit sa amin",0
